;location_id;img_url;source;updated_at
28;215014350;https://upload.wikimedia.org/wikipedia/commons/6/6c/Abovyan_street_Gyumri.jpg;By AnnHairapetian - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=82558524;2024-01-16 11:18:39.821564
29;246959455;https://upload.wikimedia.org/wikipedia/commons/7/78/Barisal_Launch_Terninal.jpg;By NiamulMulk - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=107368250;2024-01-16 11:18:39.821564
30;248449006;https://upload.wikimedia.org/wikipedia/commons/b/b7/Shah_Amanat_763.jpg;By Abdulmominbd - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=82708450;2024-01-16 11:18:39.821564
31;215473686;https://upload.wikimedia.org/wikipedia/commons/6/60/Jermuk_new_mix_2013.jpg;"By See above. - File:Djermuk.JPG by 1987Tony1987 © {{Cc-by-sa-3.0}}File:Jermuk Jrabuzharan.JPG by Armineaghayan © {{Cc-by-sa-3.0}}File:428 Djermouk station thermale Paysage près de notre hôtel.JPG by Moreau.henri © {{Cc-by-sa-3.0}}File:429 Djermouk canyon à l&#039;entrée de la ville vu du pont.JPG by Moreau.henri © {{Cc-by-sa-3.0}}File:Jermuk ropeway.JPG by 1987Tony1987 © {{Cc-by-sa-3.0}}File:Jermuk Waterfall4.jpg by Wow Armenia © {{Cc-by-sa-3.0}}File:Ջերմուկի լեռներից.jpg by Valen1988 © {{Cc-by-sa-3.0}}, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=29523517";2024-01-16 11:18:39.821564
32;51330975;https://upload.wikimedia.org/wikipedia/commons/c/cc/Canberra_panorama_from_Mount_Ainslie.jpg;"By The 3B&#039;s - https://www.flickr.com/photos/3-bs/52072528695/, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=143043772";2024-01-16 11:18:39.821564
33;49206775;https://upload.wikimedia.org/wikipedia/commons/8/8e/Adelaide_skyline%2C_December_2022.jpg;By Ardash Muradian from Australia - Adelaide Drone Pano Torrens-, CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=131759378;2024-01-16 11:18:39.821564
34;54665371;https://upload.wikimedia.org/wikipedia/commons/9/9b/Sunsets_of_Brisbane%2C_Queensland%2C_September_2021%2C_01.jpg;By Kgbo - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=110201007;2024-01-16 11:18:39.821564
35;54068762;https://upload.wikimedia.org/wikipedia/commons/5/54/Cairns_%28Queensland%29_%28cropped%29.jpg;By Bernard Gagnon - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=141516659;2024-01-16 11:18:39.821564
36;55419491;https://upload.wikimedia.org/wikipedia/commons/0/0a/Darwin_homebanner_%28cropped%29.jpg;By Jeremy De Guzman - https://www.flickr.com/photos/awesomeasian/16374967216/, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=136036023;2024-01-16 11:18:39.821564
37;51405631;https://upload.wikimedia.org/wikipedia/commons/0/06/CSIRO_ScienceImage_2567_Hobart_City_and_the_Tasman_Bridge_Tasmania_%28cropped%29.jpg;By CSIRO, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=142383817;2024-01-16 11:18:39.821564
38;49739628;https://upload.wikimedia.org/wikipedia/commons/1/19/Melburnian_Skyline.jpg;By Melbpal - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=90052663;2024-01-16 11:18:39.821564
39;60192060;https://upload.wikimedia.org/wikipedia/commons/e/ed/Perth_CBD_skyline_from_State_War_Memorial_Lookout%2C_2023%2C_04.jpg;By Kgbo - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=135623803;2024-01-16 11:18:39.821564
40;197902925;https://upload.wikimedia.org/wikipedia/commons/0/0a/Burgtheater_Luftaufnahme_2%2C_Wien.jpg;By Anna Saini - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=65037028;2024-01-16 11:18:39.821564
41;91661868;https://upload.wikimedia.org/wikipedia/commons/c/ca/Bregenz_am_Morgen_vom_Seibel%2C_B%C3%B6hringer.jpg;By Feel free to use my photos, but please mention me as the author and if you want send me a message. or (rufre@lenz-nenning.at) - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=94190473;2024-01-16 11:18:39.821564
42;88327450;https://upload.wikimedia.org/wikipedia/commons/a/a7/Kismarton_l%C3%A9gifot%C3%B33.jpg;By Civertan - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=3654573;2024-01-16 11:18:39.821564
43;88724153;https://upload.wikimedia.org/wikipedia/commons/9/9e/Innere_Stadt%2C_8010_Graz%2C_Austria_-_panoramio_%2822%29.jpg;By Ben Bender, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=59559853;2024-01-16 11:18:39.821564
44;91535507;https://upload.wikimedia.org/wikipedia/commons/1/14/B%C3%BCrgerstra%C3%9Fe_26%2B24_%28BT0A2830%29.jpg;By Simon Legner (User:simon04) - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=73459279;2024-01-16 11:18:39.821564
45;89528813;https://upload.wikimedia.org/wikipedia/commons/a/ab/Klagenfurt_Villacher_Vorstadt_Kreuzbergl-Stadtblick_20102015_8306.jpg;By Johann Jaritz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=44368536;2024-01-16 11:18:39.821564
46;144766547;https://upload.wikimedia.org/wikipedia/commons/f/f0/Linz_Blick_von_Freinbergstrasse_32-2_%28cropped%29.jpg;By Radler59 (talk) - Self-photographed, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=92882356;2024-01-16 11:18:39.821564
47;90541418;https://upload.wikimedia.org/wikipedia/commons/9/91/Salzburg_%2848489551981%29.jpg;By Jorge Franganillo - Salzburg, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=92831902;2024-01-16 11:18:39.821564
48;212207864;https://upload.wikimedia.org/wikipedia/commons/2/28/Montage_of_Baku_2019.jpg;By Sefer azeri - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=81326576;2024-01-16 11:18:39.821564
49;216557238;https://upload.wikimedia.org/wikipedia/commons/9/95/Montage_of_Ganja_2019.jpg;By Sefer azeri - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=81351687;2024-01-16 11:18:39.821564
50;218837735;https://upload.wikimedia.org/wikipedia/commons/5/5e/Lankaran_SV100334.jpg;By Neftchi at English Wikipedia, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=8016235;2024-01-16 11:18:39.821564
51;216373120;https://upload.wikimedia.org/wikipedia/commons/4/4e/NakchivanMontage2021.jpg;"By Compiled by TagaworShah; Individual authors credited above - File:Qarabağlar türbə kompleksinin ümumi görünüşü.jpg by Sefer azeri © {{Cc-by-sa-4.0}}File:Palace of Nakhchivan Khans.jpg by Toghrul R © {{Cc-by-sa-4.0}}File:Naxçıvan Mərkəzi Xəstəxanası.jpg by Presidential Press and Information Office © {{Cc-by-sa-4.0}}File:Momine Hatoon Mausoleum.jpg by Fuad2006 © {{Cc-by-sa-3.0}}File:Nakhchivan city.JPG by Самый древнийFile:Naxçıvan Cümə məscidi.jpg by Sefer azeri © {{Cc-by-sa-4.0}}File:Nakhchivan city femme centre.JPG by Самый древнийFile:Əlincəçay xanəgahı Naxçıvan.jpg by Sefer azeri, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=111467164";2024-01-16 11:18:39.821564
52;216589050;https://upload.wikimedia.org/wikipedia/commons/a/a4/Shaki_montage2.jpg;By Sefer azeri - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=81351687;2024-01-16 11:18:39.821564
53;211874916;https://upload.wikimedia.org/wikipedia/commons/0/0c/Montage_of_Sumgayit_2019.jpg;By Sefer azeri - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=81553178;2024-01-16 11:18:39.821564
54;248159027;https://upload.wikimedia.org/wikipedia/commons/5/5f/Bangladesh_Bank_%2833398162476%29.jpg;By ASaber91 - Bangladesh Bank, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=63107331;2024-01-16 11:18:39.821564
55;248979842;https://upload.wikimedia.org/wikipedia/commons/d/d8/Central_Jessore.jpg;By Rds26 - I took the photoPreviously published: http://wikitravel.org/en/Image:Central_jessore_bangladesh_1.JPG, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=18976227;2024-01-16 11:18:39.821564
56;247128220;https://upload.wikimedia.org/wikipedia/commons/6/6a/Durbar_Bangla_at_kuet.jpg;By Jannatul Naeem Shawon - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=79591119;2024-01-16 11:18:39.821564
57;243048890;https://upload.wikimedia.org/wikipedia/commons/8/8c/Mymensingh_photo_by_Mona_Mijthab_-_02.jpg;By SuSanA Secretariat - https://www.flickr.com/photos/gtzecosan/6350562146/, CC BY 2.0, https://commons.wikimedia.org/w/index.php?curid=36516562;2024-01-16 11:18:39.821564
58;239971843;https://upload.wikimedia.org/wikipedia/commons/6/66/Rajshahi_city_%283%29.jpg;By RockyMasum - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=76880023;2024-01-16 11:18:39.821564
59;240078053;https://upload.wikimedia.org/wikipedia/commons/8/84/Rangpur_Areal.jpg;By The sky ranger - https://web.facebook.com/skyrangerfilm/photos/pcb.146356213838507/146356023838526/, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=106947734;2024-01-16 11:18:39.821564
60;184576951;https://upload.wikimedia.org/wikipedia/commons/5/5a/%D0%9C%D0%B8%D0%BD%D1%81%D0%BA_%D0%BD%D0%B5%D0%BC%D0%B8%D0%B3%D0%B0.jpg;By Danik9000 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=45113485;2024-01-16 11:18:39.821564
61;189891208;https://upload.wikimedia.org/wikipedia/commons/0/0d/Brest_Montage_%282017%29.jpg;By Belarus2578 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=56594829;2024-01-16 11:18:39.821564
62;183714299;https://upload.wikimedia.org/wikipedia/commons/c/c6/Polack_Montage_%282017%29.jpg;By Belarus2578 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61957445;2024-01-16 11:18:39.821564
63;183891551;https://upload.wikimedia.org/wikipedia/commons/a/a4/Homie%C4%BA_Montage_%282017%29.jpg;By Belarus2578 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=56281487;2024-01-16 11:18:39.821564
64;184451423;https://upload.wikimedia.org/wikipedia/commons/b/b1/Pinsk_Montage_%282017%29.jpg;By Belarus2578 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61971765;2024-01-16 11:18:39.821564
65;190845818;https://upload.wikimedia.org/wikipedia/commons/2/23/Hrodna_Montage_%282017%29.jpg;By Belarus2578 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=56414868;2024-01-16 11:18:39.821564
66;184712050;https://upload.wikimedia.org/wikipedia/commons/c/cc/Mahilio%C5%AD_Montage_%282017%29.jpg;By Belarus2578 - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=56398366;2024-01-16 11:18:39.821564
67;122194243;https://upload.wikimedia.org/wikipedia/commons/a/ae/Grand_Place_Bruselas_2.jpg;By Francisco Conde Sánchez - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=35187657;2024-01-16 11:18:39.821564
68;123335469;https://upload.wikimedia.org/wikipedia/commons/5/5b/OlV_toren_en_Boerentoren_Antwerpen_vanaf_Linkeroever.jpg;By Julien Grandgagnage - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=36415091;2024-01-16 11:18:39.821564
69;118163129;https://upload.wikimedia.org/wikipedia/commons/9/9a/Br%C3%BCgge_Blick_vom_Belfried_4.jpg;By Zairon - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=63218384;2024-01-16 11:18:39.821564
70;118323605;https://upload.wikimedia.org/wikipedia/commons/9/90/Gent%2C_de_Graslei_vanaf_de_Korenlei_met_oeg24758tm61%2B25159_IMG_0447_2021-08-13_18.37.jpg;By Michielverbeek - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=110087943;2024-01-16 11:18:39.821564
71;121720457;https://upload.wikimedia.org/wikipedia/commons/9/9a/Leuven.jpg;By No machine-readable author provided. Nk assumed (based on copyright claims). - No machine-readable source provided. Own work assumed (based on copyright claims)., CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=68647;2024-01-16 11:18:39.821564
72;120731539;https://upload.wikimedia.org/wikipedia/commons/0/0f/TE-Collage_Liege.png;By Zergori - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=34514451;2024-01-16 11:18:39.821564
73;122859043;https://upload.wikimedia.org/wikipedia/commons/6/65/Mechelen_City_Hall_01.JPG;By Ad Meskens - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=28130902;2024-01-16 11:18:39.821564
74;371151159;https://upload.wikimedia.org/wikipedia/commons/d/df/0_Mons_-_Panorama_vu_du_Mont_H%C3%A9ribus_%281%29.JPG;By Jean-Pol GRANDMONT - Own work, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=24144129;2024-01-16 11:18:39.821564
75;368252032;https://upload.wikimedia.org/wikipedia/commons/c/cc/Sofia_333.jpg;By Stolichanin - Tsarigradsko shoseAlexander Nevsky CathedralNational Palace of CultureNational Palace of CultureBorisova gradinaSt. Sophia basilicaIvan Vazov National TheatreSaint Sofia StatueBulgarian Academy of Sciences, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=44513737;2024-01-16 11:18:39.821564
76;83586924;https://upload.wikimedia.org/wikipedia/commons/b/be/Burgas-Collage_D.jpg;"By Collage by Dvais5. Photograph authors and links (from top to bottom, left to right):Panorama from &quot;Slaveikov&quot; District: File:Night Panorama of Burgas.jpg, NasomatrixCultural Center Sea Casino: File:Kazino8.jpg, KazinobsSquare &quot;Tsaritsa Ioanna&quot;: File:Burgas Bulgarien PD 2011 20.JPG, Bin im GartenThe Clock: File:IS Burgas3.PNG, IvanistudioComplex &quot;Panteona&quot;: File:ComplexPan.jpg, http://www.luximoti.bg/Apartamenti_v_Bulgaria/AD3859BG_Apartament_prodava_v_Burgas.htmlThe Compass: File:IS Burgas2.PNG, IvanistudioBurgas Art Gallery: File:Burgas-art-gallery-2.jpg, Vassia Atanassova - SpiritiaSt. st. Cyril and Methodius: File:Храм КиМ.JPG, NasomatrixSand Sculpture Festival Panorama: File:SandSculptures Burgas Panorama.png, Dvais5Bay of Burgas: File:Burgas-bridge-Nasomatrix.jpg, Nasomatrix - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=17973921";2024-01-16 11:18:39.821564
77;36129235;https://upload.wikimedia.org/wikipedia/commons/f/f4/Edificios_de_la_ciudad_de_La_Paz_desde_Plaza_Murillo_2018_%28cropped%29.jpg;By Andres Espinoza Encinas - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=117420684;2024-01-16 11:18:39.821564
78;36059490;https://upload.wikimedia.org/wikipedia/commons/0/02/Cadredal_metrpolitana_cochabamba_2019_%281%29.jpg;By Jhonn William Guillen Prado - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=82405683;2024-01-16 11:18:39.821564
79;36103354;https://upload.wikimedia.org/wikipedia/commons/4/48/Oruro_Socavon.jpg;By Thomas Gerdes - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=29747785;2024-01-16 11:18:39.821564
80;37334738;https://upload.wikimedia.org/wikipedia/commons/f/fb/20170808_Bolivia_1409_crop_Potos%C3%AD_sRGB_%2826204037299%29.jpg;By Dan Lundberg - 20170808_Bolivia_1409 crop Potosí sRGB, CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=63812831;2024-01-16 11:18:39.821564
81;38410960;https://upload.wikimedia.org/wikipedia/commons/7/7b/VQuime.jpg;By (WT-en) Hummingbird at English Wikivoyage - Own work, Public Domain, https://commons.wikimedia.org/w/index.php?curid=23686821;2024-01-16 11:18:39.821564
82;35920149;https://upload.wikimedia.org/wikipedia/commons/b/ba/Bolivia_adm_location_map.svg;By Karte: NordNordWest, Lizenz: Creative Commons by-sa-3.0 de, CC BY-SA 3.0 de, https://commons.wikimedia.org/w/index.php?curid=40138739;2024-01-16 11:18:39.821564
83;36368387;https://upload.wikimedia.org/wikipedia/commons/b/b0/Tiled_Roofs_and_Colonial_Architecture_-_Sucre_-_Bolivia_%283777138176%29.jpg;By Adam Jones from Kelowna, BC, Canada - Tiled Roofs and Colonial Architecture - Sucre - Bolivia, CC BY-SA 2.0, https://commons.wikimedia.org/w/index.php?curid=64139592;2024-01-16 11:18:39.821564
84;81248619;https://upload.wikimedia.org/wikipedia/commons/e/e3/Sarajevo_City_Panorama.JPG;By Julian Nyča - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=42435157;2024-01-16 11:18:39.821564
85;86503506;https://upload.wikimedia.org/wikipedia/commons/b/b9/%D0%A5%D1%80%D0%B0%D0%BC_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%B0_%D0%A1%D0%BF%D0%B0%D1%81%D0%B8%D1%82%D0%B5%D1%99%D0%B0_-_%D0%91%D0%B0%D1%9A%D0%B0_%D0%9B%D1%83%D0%BA%D0%B0.jpg;By Саша Кнежић - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=82538857;2024-01-16 11:18:39.821564
86;99351402;https://upload.wikimedia.org/wikipedia/commons/f/f0/Biha%C4%87_%28collage_image%29.jpg;By Multiple users. See History - Derived by editing:File:Bihac Inner City.jpg by Julian Nyča,File:Bihac, mesita Fethija II.jpg by Martin Brož,File:Stećci u Bihaću01.JPG by Flammard,File:Bihac, Kapetanova vez a turbe z 16. stol.jpg by en:User:Martin Brož,File:Bihac2005.jpg by Zumbulka~commonswiki,File:Una,Bihac 2004.JPG by Zumbulka~commonswiki,, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=43653978;2024-01-16 11:18:39.821564
