Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
YCB;Cambridge Bay;Cambridge Bay;Canada;CA;69.116667;-105.133333;906;\N;6251999;69.116667, -105.133333
YKD;Township Airport;Kincardine;Canada;CA;44.201389;-81.606667;906;\N;6251999;44.201389, -81.606667
UPF;Pforheim;Pforheim;Germany;DE;48.9;8.7;429;\N;2921044;48.9, 8.7
IXB;Bagdogra;Bagdogra;India;IN;26.733333000000002;88.333333;733;1277897;1269750;26.733333000000002, 88.333333
IMK;Simikot;Simikot;Nepal;NP;29.966667;81.833333;755;\N;1282988;29.966667, 81.833333
KCJ;Komaio;Komaio;Papua New Guinea;PG;-7.216667;143.6;804;\N;2088628;-7.216667, 143.6
KUX;Kuyol;Kuyol;Papua New Guinea;PG;38.471667;126.0375;804;\N;2088628;38.471667, 126.0375
UIK;Ust-Ilimsk;Ust-Ilimsk;Russian Federation;RU;58.133333;102.55;770;\N;2017370;58.133333, 102.55
HNL;Honolulu International;Honolulu;United States;US;21.333333;-157.933333;67;5856195;6252001;21.333333, -157.933333
LBL;Municipal;Liberal;United States;US;37.05;-100.966667;67;5445820;6252001;37.05, -100.966667
BGR;Bangor International Airport;Bangor;United States;US;44.8;-68.816667;67;5244626;6252001;44.8, -68.816667
BAZ;Barbelos;Barbelos;Brazil;BR;-0.966943999999999;-62.933611;316;\N;3469034;-0.966943999999999, -62.933611
CAW;Bartolomeu Lisandro;Campos;Brazil;BR;-21.75;-41.3;316;3467693;3469034;-21.75, -41.3
ZTB;Tete-a-La Baleine;Tete-a-La Baleine;Canada;CA;50.7;-59.333333;906;\N;6251999;50.7, -59.333333
HCM;Eil;Eil;Somalia;SO;8.0;49.925;573;60019;51537;8.0, 49.925
LAK;Aklavik;Aklavik;Canada;CA;68.216667;-135.0;906;\N;6251999;68.216667, -135.0
ZLT;La Tabatiere;La Tabatiere;Canada;CA;51.0;-59.0;906;\N;6251999;51.0, -59.0
YOW;Ottawa Macdonald-Cartier International;Ottawa;Canada;CA;45.3225;-75.669167;906;6094817;6251999;45.3225, -75.669167
PKU;Sultan Syarif Kasim Ii;Pekanbaru;Indonesia;ID;0.460833;101.444444;832;\N;1643084;0.460833, 101.444444
LPQ;Luang Prabang;Luang Prabang;Laos;LA;19.9;102.15;744;1655559;1655842;19.9, 102.15
RUK;Rukumkot;Rukumkot;Nepal;NP;28.95;82.266667;755;\N;1282988;28.95, 82.266667
CWI;Clinton;Clinton;United States;US;41.833333;-90.35;67;5773001;6252001;41.833333, -90.35
NGN;Nargana;Nargana;Panama;PA;9.066667;-78.016667;162;3703946;3703433;9.066667, -78.016667
VST;Vasteras/Hasslo;Stockholm;Sweden;SE;59.589444;16.633611;484;2673730;2661886;59.589444, 16.633611
EGP;Maverick Co;Eagle Pass;United States;US;28.866667;-100.533333;67;5520677;6252001;28.866667, -100.533333
HID;Horn Island;Horn Island;Australia;AU;-10.536667;142.29;802;\N;2077456;-10.536667, 142.29
LPB;El Alto;La Paz;Bolivia;BO;-16.513333;-68.192222;312;3911925;3923057;-16.513333, -68.192222
SQL;San Carlos;San Carlos;United States;US;37.483333;-122.25;67;5391760;6252001;37.483333, -122.25
SXY;Sidney;Sidney;United States;US;42.316667;-75.4;67;5699552;6252001;42.316667, -75.4
TMJ;Termez;Termez;Uzbekistan;UZ;37.224167;67.278333;788;1215957;1512440;37.224167, 67.278333
THU;Pituffik;Pituffik;Greenland;GL;76.547778;-68.842778;975;\N;3425505;76.547778, -68.842778
SAP;Ramon Villeda Morales International;San Pedro Sula;Honduras;HN;15.452778;-87.923611;131;3601782;3608932;15.452778, -87.923611
YBV;Berens River;Berens River;Canada;CA;52.433333;-97.033333;906;\N;6251999;52.433333, -97.033333
RAI;Francisco Mendes;Praia;Cape Verde;CV;14.925278;-23.503056;507;3374333;3374766;14.925278, -23.503056
NNG;Nanning;Nanning;China;CN;22.783333;108.0;713;1799869;1814991;22.783333, 108.0
PVO;Reales Tamarindos;Portoviejo;Ecuador;EC;-1.034167;-80.467222;337;3652943;3658394;-1.034167, -80.467222
SBU;Springbok;Springbok;South Africa;ZA;-29.683333;17.95;562;3361142;953987;-29.683333, 17.95
PBM;Zanderij Intl;Paramaribo;Suriname;SR;5.452778;-55.187778;379;3383330;3382998;5.452778, -55.187778
HYC;High Wycombe;High Wycombe;United Kingdom;GB;51.633333;-0.766667;493;2646914;2635167;51.633333, -0.766667
ZSH;Bus Station;Santa Fe;United States;US;1.366667;-77.033333;67;5490263;6252001;1.366667, -77.033333
DIN;Dien Bien;Dien Bien Phu;Viet Nam;VN;21.383333;103.016667;791;1583477;1562822;21.383333, 103.016667
YLT;Alert;Alert;Canada;CA;82.516667;-62.283333;906;\N;6251999;82.516667, -62.283333
ZQS;Queen Charlotte Is;Queen Charlotte Is;Canada;CA;53.0;-132.0;906;\N;6251999;53.0, -132.0
MIX;Miriti;Miriti;Colombia;CO;-1.133333;-70.25;327;\N;3686121;-1.133333, -70.25
BRQ;Turany;Brno;Czech Republic;CZ;49.151389;16.694444;418;3078610;3077311;49.151389, 16.694444
SCD;Sulaco;Sulaco;Honduras;HN;14.925;-87.258333;131;3601159;3608932;14.925, -87.258333
IXJ;Satwari;Jammu;India;IN;32.683333;74.833333;733;1269321;1269750;32.683333, 74.833333
IHR;Iran Shahr;Iran Shahr;Iran;IR;35.614444;51.311389;632;\N;130758;35.614444, 51.311389
KID;Kristianstad;Kristianstad;Sweden;SE;55.920556;14.085278;484;2699310;2661886;55.920556, 14.085278
ZBP;Baltimore Rail;Baltimore;United States;US;4.666667;-74.516667;67;4505716;6252001;4.666667, -74.516667
BOW;Bartow;Bartow;United States;US;27.933333;-81.783333;67;4146723;6252001;27.933333, -81.783333
CCQ;Cachoeira;Cachoeira;Brazil;BR;-12.6;-38.966667;316;3468535;3469034;-12.6, -38.966667
FEJ;Feijo;Feijo;Brazil;BR;-7.0;-36.016667;316;3664243;3469034;-7.0, -36.016667
THE;Senador Petrônio Portella;Teresina;Brazil;BR;-5.06;-42.823611;316;3386496;3469034;-5.06, -42.823611
IXC;Chandigarh;Chandigarh;India;IN;30.666667;76.8;733;1274746;1269750;30.666667, 76.8
DBD;Dhanbad;Dhanbad;India;IN;23.8;86.45;733;1272979;1269750;23.8, 86.45
ACN;International;Ciudad Acuna;Mexico;MX;29.3;-100.916667;148;4013728;3996063;29.3, -100.916667
AVK;Arvaikheer;Arvaikheer;Mongolia;MN;46.266667;102.783333;751;\N;2029969;46.266667, 102.783333
GEA;Magenta;Noumea;New Caledonia;NC;-22.266666999999998;166.466667;846;2139521;2139685;-22.266666999999998, 166.466667
JBP;Commerce Bus. Plaza;Los Angeles;United States;US;33.986667;-118.159722;67;5368361;6252001;33.986667, -118.159722
CRO;Corcoran;Corcoran;United States;US;36.1;-119.55;67;5339539;6252001;36.1, -119.55
FBD;Faizabad;Faizabad;Afghanistan;AF;37.083333;70.5;701;1142170;1149361;37.083333, 70.5
PHE;Port Hedland;Port Hedland;Australia;AU;-20.383333;118.45;802;2063042;2077456;-20.383333, 118.45
YTG;Sullivan Bay;Sullivan Bay;Canada;CA;50.883333;-126.8;906;\N;6251999;50.883333, -126.8
WUH;Tianhe International;Wuhan;China;CN;30.783889;114.208056;86;1791247;1814991;30.783889, 114.208056
XEN;Xingcheng;Xingcheng;China;CN;40.733333;118.616667;713;2033766;1814991;40.733333, 118.616667
BGB;Booue;Booue;Gabon;GA;-0.1;11.933333;526;2401495;2400553;-0.1, 11.933333
INY;Inyati;Inyati;South Africa;ZA;-24.783333;31.383333;562;\N;953987;-24.783333, 31.383333
LAW;Municipal;Lawton;United States;US;34.566667;-98.416667;67;4998956;6252001;34.566667, -98.416667
FMG;Flamingo;Flamingo;Costa Rica;CR;10.416667;-85.783333;110;\N;3624060;10.416667, -85.783333
OLO;Olomouc;Olomouc;Czech Republic;CZ;49.416667;17.341667;418;3069011;3077311;49.416667, 17.341667
KXU;Katiu;Katiu;French Polynesia;PF;-16.433333;-1.366667;823;\N;4020092;-16.433333, -1.366667
SPM;Spangdahlem;Spangdahlem;Germany;DE;49.983333;6.683333;429;\N;2921044;49.983333, 6.683333
ECA;Emmet County Airport;East Tawas;United States;US;44.266667;-83.483333;67;4991692;6252001;44.266667, -83.483333
PVD;T. F. Green Airport;Providence;United States;US;41.733333;-71.433333;67;5780020;6252001;41.733333, -71.433333
LBM;Luabo;Luabo;Mozambique;MZ;-18.4;36.1;550;\N;1036973;-18.4, 36.1
YAT;Attawapiskat;Attawapiskat;Canada;CA;52.927778;-82.431389;906;\N;6251999;52.927778, -82.431389
YWF;Dwtown Waterfront H/P;Halifax;Canada;CA;44.65;-63.6;906;6324729;6251999;44.65, -63.6
ZPB;Sachigo Lake;Sachigo Lake;Canada;CA;53.816667;-92.133333;906;\N;6251999;53.816667, -92.133333
AEH;Abecher;Abecher;Chad;TD;13.85;20.85;511;245785;2434508;13.85, 20.85
HME;Oued Irara Apt;Hassi Messaoud;Algeria;DZ;31.666667;6.15;500;\N;2589581;31.666667, 6.15
KKJ;Kita Kyushu;Kita Kyushu;Japan;JP;33.845556;131.035;736;\N;1861060;33.845556, 131.035
VNO;Vilnius;Vilnius;Lithuania;LT;54.633333;25.283333;452;593116;597427;54.633333, 25.283333
GBS;Port Fitzroy;Port Fitzroy;New Zealand;NZ;-36.183333;175.333333;851;\N;2186224;-36.183333, 175.333333
MQO;Malam;Malam;Papua New Guinea;PG;13.25;6.75;804;\N;2088628;13.25, 6.75
NRR;Roosevelt NAS;Roosevelt Roads;Puerto Rico;PR;51.5;4.5;3;\N;4566966;51.5, 4.5
KLZ;Kleinzee;Kleinzee;South Africa;ZA;-29.683333;17.066667;562;\N;953987;-29.683333, 17.066667
EDW;Edwards AFB;Edwards AFB;United States;US;34.9;-117.883333;67;\N;6252001;34.9, -117.883333
MQX;Makale;Makale;Ethiopia;ET;13.466667;39.516667;522;\N;337996;13.466667, 39.516667
PKY;Palangkaraya;Palangkaraya;Indonesia;ID;-2.216667;113.933333;832;\N;1643084;-2.216667, 113.933333
CBI;Cape Barren Island;Cape Barren Island;Australia;AU;-31.983333;132.15;802;\N;2077456;-31.983333, 132.15
CMH;Port Columbus Intl;Columbus;United States;US;40.0;-82.883333;67;5645893;6252001;40.0, -82.883333
POY;Powell;Powell;United States;US;44.866667;-108.8;67;5835606;6252001;44.866667, -108.8
UPC;Puerto La Cruz;Puerto La Cruz;Venezuela;VZ;28.4;-16.55;482;\N;;28.4, -16.55
CHT;Karewa;Chatham Island;New Zealand;NZ;-43.916667;176.5;851;\N;2186224;-43.916667, 176.5
MJJ;Moki;Moki;Papua New Guinea;PG;-5.7;145.25;804;\N;2088628;-5.7, 145.25
POJ;Patos De Minas;Patos De Minas;Brazil;BR;40.683333;19.65;316;3454783;3469034;40.683333, 19.65
YIF;Pakuashipi;Pakuashipi;Canada;CA;51.216667;-58.666667;906;\N;6251999;51.216667, -58.666667
YRR;Stuart Island;Stuart Island;Canada;CA;50.416667;-125.166667;906;\N;6251999;50.416667, -125.166667
LTL;Lastourville;Lastourville;Gabon;GA;-0.833333;12.716667;526;2399870;2400553;-0.833333, 12.716667
OMK;Municipal;Omak;United States;US;48.4;-119.533333;67;5805734;6252001;48.4, -119.533333
KEB;Nanwalek;Nanwalek;United States;US;59.366667;-151.916667;67;\N;6252001;59.366667, -151.916667
TEK;Tatitlek;Tatitlek;United States;US;41.633333;24.95;67;\N;6252001;41.633333, 24.95
RRA;Ronda;Ronda;Spain;ES;36.733333;-5.166667;482;2511730;2510769;36.733333, -5.166667
GBD;Great Bend;Great Bend;United States;US;38.35;-98.866667;67;4272340;6252001;38.35, -98.866667
FYM;Municipal;Fayetteville;United States;US;35.15;-86.583333;67;5116968;6252001;35.15, -86.583333
VDM;Viedma;Viedma;Argentina;AR;-40.85;-63.016667;303;3832899;3865483;-40.85, -63.016667
KYK;Karluk;Karluk;United States;US;57.566667;-154.416667;67;\N;6252001;57.566667, -154.416667
KLW;Klawock;Klawock;United States;US;55.55;-133.1;67;\N;6252001;55.55, -133.1
NGR;Ningerum;Ningerum;Papua New Guinea;PG;-5.666667;141.116667;804;\N;2088628;-5.666667, 141.116667
NAZ;Nana;Star Habour;Solomon Islands;SB;-10.783333;162.3;874;\N;2103350;-10.783333, 162.3
MZG;Makung;Makung;Taiwan;TW;23.533333;119.583333;781;\N;1668284;23.533333, 119.583333
GWE;Gweru;Gweru;Zimbabwe;ZW;-19.45;29.816667;565;890422;878675;-19.45, 29.816667
MJU;Mamuju;Mamuju;Indonesia;ID;-2.683333;118.9;832;\N;1643084;-2.683333, 118.9
BCZ;Bickerton Island;Bickerton Island;Australia;AU;-13.783333;137.8;802;\N;2077456;-13.783333, 137.8
GPN;Garden Point;Garden Point;Australia;AU;-11.4;130.433333;802;\N;2077456;-11.4, 130.433333
VCP;Viracopos;Campinas, Sao Paulo;Brazil;BR;-23.0075;-47.134444;316;3467865;3469034;-23.0075, -47.134444
ROU;Rousse;Rousse;Bulgaria;BG;43.833333;25.983333;411;727523;732800;43.833333, 25.983333
YGV;Havre St Pierre;Havre St Pierre;Canada;CA;50.25;-63.583333;906;\N;6251999;50.25, -63.583333
KAD;Kaduna;Kaduna;Nigeria;NG;10.6;7.45;555;2335727;2328926;10.6, 7.45
SUB;Juanda;Surabaya;Indonesia;ID;-7.379722;112.786944;832;1625822;1643084;-7.379722, 112.786944
MWK;Matak;Matak;Indonesia;ID;3.348056;106.258056;832;\N;1643084;3.348056, 106.258056
IVG;Ivangrad;Berane;Montenegro;ME;42.833333;19.85;382;\N;3194884;42.833333, 19.85
LSH;Lashio;Lashio;Myanmar;MM;22.966667;97.75;706;1314759;1327865;22.966667, 97.75
RKU;Kairuku;Yule Island;Papua New Guinea;PG;-8.816667;146.516667;804;\N;2088628;-8.816667, 146.516667
PPX;Param;Param;Papua New Guinea;PG;-9.995833;149.591667;804;\N;2088628;-9.995833, 149.591667
EML;Emmen;Luzern;Switzerland;CH;47.0925;8.305;486;2659811;2658434;47.0925, 8.305
SNO;Sakon Nakhon;Sakon Nakhon;Thailand;TH;17.15;104.133333;782;1606790;1605651;17.15, 104.133333
LTH;Lathrop Wells;Lathrop Wells;United States;US;36.666667;-116.65;67;\N;6252001;36.666667, -116.65
KKW;Kikwit;Kikwit;Zaire;ZR;-5.416667;18.95;517;\N;;-5.416667, 18.95
DPE;Dieppe;Dieppe;France;FR;49.933333;1.083333;427;3021411;3017382;49.933333, 1.083333
MJR;Miramar;Miramar;Argentina;AR;-38.216667;-57.866667;303;\N;3865483;-38.216667, -57.866667
SGP;Shay Gap;Shay Gap;Australia;AU;-20.483333;120.1;802;\N;2077456;-20.483333, 120.1
BHY;Beihai;Beihai;China;CN;21.483333;109.083333;713;1816705;1814991;21.483333, 109.083333
ORC;Orocue;Orocue;Colombia;CO;4.792222;-71.356389;327;3673536;3686121;4.792222, -71.356389
BUI;Bokondini;Bokondini;Indonesia;ID;-3.716667;138.65;832;\N;1643084;-3.716667, 138.65
DFW;Dallas/Fort Worth International;Dallas, TX;United States;US;32.896944;-97.038056;67;5722064;6252001;32.896944, -97.038056
DMN;Deming;Deming;United States;US;26.951667;108.578889;67;5464806;6252001;26.951667, 108.578889
BIX;Keesler AFB;Biloxi;United States;US;28.666667;-88.433333;67;4418478;6252001;28.666667, -88.433333
TOR;Municipal;Torrington;United States;US;51.8;-1.6;67;5841207;6252001;51.8, -1.6
RKH;Rock Hill;Rock Hill;United States;US;34.933333;-81.016667;67;5134115;6252001;34.933333, -81.016667
NHA;Nha Trang;Nha Trang;Viet Nam;VN;12.233333;109.183333;791;1572151;1562822;12.233333, 109.183333
SWG;Satwag;Satwag;Papua New Guinea;PG;-5.883333;147.95;804;\N;2088628;-5.883333, 147.95
RRI;Barora;Barora;Solomon Islands;SB;-7.6;158.4;874;\N;2103350;-7.6, 158.4
AQM;Ariquemes;Ariquemes;Brazil;BR;-9.933333;-63.066667;316;3665199;3469034;-9.933333, -63.066667
YBA;Banff;Banff;Canada;CA;51.166667;-115.566389;906;5892532;6251999;51.166667, -115.566389
XCM;Chatham;Chatham;Canada;CA;42.4;-82.183333;906;\N;6251999;42.4, -82.183333
TNT;Dade Collier;Miami;United States;US;25.861944;-80.896944;67;5304640;6252001;25.861944, -80.896944
SRS;Cartagena;San Marcos;Colombia;CO;8.666667;-75.133333;327;3669346;3686121;8.666667, -75.133333
TBD;Timbiqui;Timbiqui;Colombia;CO;2.75;-77.583333;327;3667070;3686121;2.75, -77.583333
PYO;Putumayo;Putumayo;Ecuador;EC;0.066666999999999;-75.866667;337;\N;3658394;0.066666999999999, -75.866667
PUK;Pukarua;Pukarua;French Polynesia;PF;-18.133333;-136.0;823;\N;4020092;-18.133333, -136.0
LLH;Las Limas;Las Limas;Honduras;HN;15.45;-87.9;131;\N;3608932;15.45, -87.9
KIX;Kansai International;Osaka;Japan;JP;34.427222;135.243889;736;1853909;1861060;34.427222, 135.243889
NQL;Niquelandia;Niquelandia;Brazil;BR;-14.45;-48.45;316;3456285;3469034;-14.45, -48.45
YKT;Klemtu;Klemtu;Canada;CA;52.6;-128.516667;906;\N;6251999;52.6, -128.516667
RZS;Sawan;Sawan;Pakistan;PK;33.640278;73.856944;764;\N;1168579;33.640278, 73.856944
RGE;Porgera;Porgera;Papua New Guinea;PG;-5.5;143.083333;804;2088143;2088628;-5.5, 143.083333
XMI;Masasi;Masasi;Tanzania;TZ;-10.733333;38.766667;585;878058;149590;-10.733333, 38.766667
IKB;Wilkes County;Wilkesboro;United States;US;36.166667;-81.15;67;4499138;6252001;36.166667, -81.15
MQU;Mariquita;Mariquita;Colombia;CO;5.216667;-74.883333;327;3675252;3686121;5.216667, -74.883333
MVT;Mataiva;Mataiva;French Polynesia;PF;-14.883333;-148.666667;823;\N;4020092;-14.883333, -148.666667
TBH;Romblon;Tablas;Philippines;PH;9.528056;123.133611;766;1957367;1694008;9.528056, 123.133611
LOE;Loei;Loei;Thailand;TH;17.45;101.733333;782;1609071;1605651;17.45, 101.733333
FEP;Albertus;Freeport;United States;US;42.266667;-89.583333;67;5190486;6252001;42.266667, -89.583333
ESU;Essaouira;Essaouira;Morocco;MA;31.066667;-9.05;548;2549263;2542007;31.066667, -9.05
FLE;Fort Lee AAF;Petersburg;United States;US;52.3;5.833333;67;5556338;6252001;52.3, 5.833333
JBS;Hacienda Bus.Park H/P;Pleasanton;United States;US;37.699722;-121.9;67;5383777;6252001;37.699722, -121.9
OGV;Ongava Game Reserve;Ongava Game Reserve;Namibia;NA;-22.183333;18.533333;575;\N;3355338;-22.183333, 18.533333
SYW;Sehwen Sharif;Sehwen Sharif;Pakistan;PK;6.283333;-8.283333;764;\N;1168579;6.283333, -8.283333
BBD;Curtis Field;Brady;United States;US;31.133333;-99.333333;67;4676032;6252001;31.133333, -99.333333
TBC;Tuba City;Tuba City;United States;US;13.466667;-14.2;67;5318279;6252001;13.466667, -14.2
LYE;RAF Station;Lyneham;United Kingdom;GB;51.516667;-1.966667;493;2643298;2635167;51.516667, -1.966667
KNS;King Island;King Island, Tasmania;Australia;AU;-39.883056;143.883056;802;\N;2077456;-39.883056, 143.883056
XBB;Blubber Bay;Blubber Bay;Canada;CA;49.8;-124.633333;906;\N;6251999;49.8, -124.633333
ZAC;York Landing;York Landing;Canada;CA;56.083333;-96.083333;906;\N;6251999;56.083333, -96.083333
CCK;Cocos Islands;Cocos Islands;Cocos;CC;-12.183333;96.833333;812;\N;;-12.183333, 96.833333
SOX;Alberto Lleras Camargo;Sogamoso;Colombia;CO;5.683333;-72.95;327;3667873;3686121;5.683333, -72.95
MMP;Mompos;Mompos;Colombia;CO;9.25;-74.433333;327;3674597;3686121;9.25, -74.433333
IKP;Inkerman;Inkerman;Australia;AU;-16.25;141.5;802;\N;2077456;-16.25, 141.5
ITR;Hidroeletrica;Itumbiara;Brazil;BR;-18.444722;-49.213333;316;3460522;3469034;-18.444722, -49.213333
PLL;Ponta Pelada;Manaus;Brazil;BR;-3.146111;-59.986389;316;3663517;3469034;-3.146111, -59.986389
KYT;Kyauktaw;Kyauktaw;Myanmar;MM;21.4;94.133333;706;\N;1327865;21.4, 94.133333
JMS;Jamestown;Jamestown;United States;US;46.933333;-98.683333;67;5360382;6252001;46.933333, -98.683333
MCF;Mac Dill AFB;Tampa;United States;US;54.433333;23.65;67;4174757;6252001;54.433333, 23.65
COV;Covilha;Covilha;Portugal;PT;40.283333;-7.5;469;\N;2264397;40.283333, -7.5
IKS;Tiksi;Tiksi;Russian Federation;RU;71.697778;128.903056;770;\N;2017370;71.697778, 128.903056
PTB;Municipal;Petersburg;United States;US;37.183333;-77.516667;67;5556338;6252001;37.183333, -77.516667
EDK;El Dorado;El Dorado;United States;US;37.766667;-96.866667;67;4270863;6252001;37.766667, -96.866667
CSV;Memorial;Crossville;United States;US;35.95;-85.083333;67;4616470;6252001;35.95, -85.083333
GRE;Municipal;Greenville;United States;US;38.883333;-89.416667;67;5564488;6252001;38.883333, -89.416667
MVZ;Masvingo;Masvingo;Zimbabwe;ZW;-20.066667;30.833333;565;886763;878675;-20.066667, 30.833333
PPY;Pouso Alegre;Pouso Alegre;Brazil;BR;-22.289167;-45.919167;316;3452525;3469034;-22.289167, -45.919167
YGX;Gillam;Gillam;Canada;CA;56.35;-94.716667;906;\N;6251999;56.35, -94.716667
KNU;Kanpur;Kanpur;India;IN;26.433333;80.366667;733;1267995;1269750;26.433333, 80.366667
TKU;Turku;Turku;Finland;FI;60.514167;22.262778;425;633679;660013;60.514167, 22.262778
TUB;Tubuai;Tubuai;French Polynesia;PF;-23.383333;-1.466667;823;\N;4020092;-23.383333, -1.466667
QDU;Station;Dusseldorf;Germany;DE;51.2075;6.773333;429;2934246;2921044;51.2075, 6.773333
MYQ;Mysore;Mysore;India;IN;12.3;76.65;733;1262321;1269750;12.3, 76.65
HOB;Lea County;Hobbs;United States;US;32.683333;-103.216667;67;5471578;6252001;32.683333, -103.216667
EOR;El Dorado;El Dorado;Venezuela;VE;6.733333;-61.583333;388;\N;3625428;6.733333, -61.583333
RAX;Oram;Oram;Papua New Guinea;PG;-9.672222;148.033333;804;\N;2088628;-9.672222, 148.033333
TCJ;Torembi Airport;Torembi;Papua New Guinea;PG;-4.016667;143.133333;804;\N;2088628;-4.016667, 143.133333
VRC;Virac;Virac;Philippines;PH;13.583333;124.2;766;1679802;1694008;13.583333, 124.2
CPV;Joao Suassuna;Campina Grande;Brazil;BR;-7.266667;-35.9;316;3467877;3469034;-7.266667, -35.9
TBA;Tabibuga;Tabibuga;Papua New Guinea;PG;-5.6;144.683333;804;\N;2088628;-5.6, 144.683333
NSP;NAF;Sangley Point;Philippines;PH;14.495833;120.918611;766;\N;1694008;14.495833, 120.918611
BSY;Bardera;Bardera;Somalia;SO;2.35;42.333333;573;\N;51537;2.35, 42.333333
CLV;Caldas Novas;Caldas Novas;Brazil;BR;-17.724722;-48.61;316;3468100;3469034;-17.724722, -48.61
RWS;Sumare;Sumare;Brazil;BR;-22.8;-47.283333;316;3447259;3469034;-22.8, -47.283333
TUX;Tumbler Ridge;Tumbler Ridge;Canada;CA;51.783611;-4.109722;906;\N;6251999;51.783611, -4.109722
EYW;International;Key West;United States;US;24.55;-81.766667;67;4160812;6252001;24.55, -81.766667
MLT;Millinocket;Millinocket;United States;US;45.65;-68.7;67;4972220;6252001;45.65, -68.7
GWA;Gwa;Gwa;Myanmar;MM;17.833333;94.5;706;\N;1327865;17.833333, 94.5
PEI;Matecana;Pereira;Colombia;CO;4.8;-75.75;327;3672486;3686121;4.8, -75.75
HMI;Hami;Hami;China;CN;42.483333;93.505556;713;1529484;1814991;42.483333, 93.505556
PNJ;Peng Lai/Sha He Kou;Peng Lai;China;CN;42.446389;119.573611;713;\N;1814991;42.446389, 119.573611
DCI;Rafsu Decimomannu;Decimomannu;Italy;IT;39.316667;8.966667;450;2524865;3175395;39.316667, 8.966667
BGL;Baglung;Baglung;Nepal;NP;28.216667;83.666667;755;1283711;1282988;28.216667, 83.666667
HOR;Horta;Horta;Portugal;PT;38.533333;-28.616667;469;3372988;2264397;38.533333, -28.616667
EMT;El Monte;El Monte;United States;US;34.1;-118.033333;67;5345743;6252001;34.1, -118.033333
JIO;Intl Heliport;Ontario;United States;US;-11.283333;-74.433333;67;5744166;6252001;-11.283333, -74.433333
LPS;Lopez Island;Lopez Island;United States;US;48.483333;-122.936111;67;\N;6252001;48.483333, -122.936111
CEV;Mettle Field;Connersville;United States;US;39.633333;-85.133333;67;4256085;6252001;39.633333, -85.133333
OAK;Oakland International Airport;Oakland;United States;US;37.716667;-122.216667;67;5378538;6252001;37.716667, -122.216667
JDO;Regional Do Cariri;Juazeiro Do Norte;Brazil;BR;-7.218056;-39.270556;316;3397147;3469034;-7.218056, -39.270556
WUK;Off Line Point;Hammersmith;United Kingdom;GB;52.95;-2.833333;493;\N;2635167;52.95, -2.833333
CZF;Cape Romanzof;Cape Romanzof;United States;US;61.733333;-166.0;67;\N;6252001;61.733333, -166.0
ZBK;Zabljak;Zabljak;Yugoslavia;YU;43.116667;19.233333;497;\N;;43.116667, 19.233333
SZQ;Saenz Pena;Saenz Pena;Argentina;AR;-34.616667;-58.533333;303;\N;3865483;-34.616667, -58.533333
SWB;Shaw River;Shaw River;Australia;AU;-21.516666999999998;119.366667;802;\N;2077456;-21.516666999999998, 119.366667
MSZ;Namibe;Namibe;Angola;AO;-15.208611;12.160833;502;3347019;3351879;-15.208611, 12.160833
BTX;Betoota;Betoota;Australia;AU;-25.633333;140.8;802;\N;2077456;-25.633333, 140.8
DOX;Dongara;Dongara;Australia;AU;-29.25;114.933333;802;\N;2077456;-29.25, 114.933333
SCG;Spring Creek;Spring Creek;Australia;AU;-18.633333;144.55;802;\N;2077456;-18.633333, 144.55
BDC;Barra Do Corda;Barra Do Corda;Brazil;BR;-5.466667;-45.266667;316;3406318;3469034;-5.466667, -45.266667
WPU;Puerto Williams;Puerto Williams;Chile;CL;-54.916667;-67.633333;324;\N;3895114;-54.916667, -67.633333
CNK;Blosser Municipal;Concordia;United States;US;39.55;-97.65;67;5096867;6252001;39.55, -97.65
HNC;Hatteras;Hatteras;United States;US;35.216667;-75.686111;67;\N;6252001;35.216667, -75.686111
MJT;Mytilene International Airport;Mytilene;Greece;GR;39.056667;26.598333;433;256866;390903;39.056667, 26.598333
QRY;Heliport;Ikerasaarsuk;Greenland;GL;68.533333;-82.216667;975;\N;3425505;68.533333, -82.216667
WSP;Waspam;Waspam;Nicaragua;NI;14.583333;-84.083333;153;3615730;3617476;14.583333, -84.083333
LSA;Losuia;Losuia;Papua New Guinea;PG;-8.5;151.083333;804;\N;2088628;-8.5, 151.083333
SOL;Solomon;Solomon;United States;US;64.583333;-164.3;67;4279540;6252001;64.583333, -164.3
MNI;Gerald's Airport;Gerald's Park;Montserrat;MS;16.791389;-62.193333;256;\N;3578097;16.791389, -62.193333
WKN;Wakunai;Wakunai;Papua New Guinea;PG;-5.866667;155.233333;804;\N;2088628;-5.866667, 155.233333
WNU;Wanuma;Wanuma;Papua New Guinea;PG;-4.9;145.316667;804;\N;2088628;-4.9, 145.316667
AHT;Amchitka;Amchitka;United States;US;51.5;179.0;67;\N;6252001;51.5, 179.0
AUS;Austin-bergstrom International;Austin;United States;US;30.194444;-97.67;67;5016884;6252001;30.194444, -97.67
BJP;Braganca Paulista;Braganca Paulista;Brazil;BR;-4.633333;-39.766667;316;3469092;3469034;-4.633333, -39.766667
PVI;Edu Chaves;Paranavai;Brazil;BR;-23.09;-52.488611;316;3455051;3469034;-23.09, -52.488611
FRC;Franca;Franca;Brazil;BR;-20.583333;-47.383333;316;3463011;3469034;-20.583333, -47.383333
